data_coleta;hora_utc;temp_ins;temp_max;temp_min;umi_ins;umi_max;umi_min;pressao_ins;vel_vento;chuva_mm;horas_uso;vibracao_motor;proximidade_agua;declividade;qtidade_falhas
12/03/2026;1600;22,3;22,4;20,5;86;91;86;924,4;2,7;0;405;2,69;904;17;8
12/03/2026;1700;22,3;22,8;22;84;86;82;923,4;2,5;0;271;4,51;1034;27;0
12/03/2026;1800;24,3;24,3;21,9;80;88;80;922,4;2;0;100;4,93;1118;19;10
12/03/2026;1900;23,7;24,5;23,1;78;82;76;921,8;2,3;0;447;4,38;1968;4;9
12/03/2026;2000;24,1;24,2;23,7;76;80;76;921,8;1,7;0;104;4,42;956;2;5
12/03/2026;2100;20,3;24,5;20,3;90;90;74;922,4;3;0,4;210;0,43;1204;8;1
12/03/2026;2200;19,5;20,3;19,5;94;94;90;923,2;0,4;2,4;52;1,16;870;12;6
12/03/2026;2300;19,1;19,5;19,1;91;94;90;923,8;1,7;0,4;451;3,9;1687;15;1
13/03/2026;0000;18,9;19,1;18,7;88;91;88;924,4;0,9;0;290;4,67;1010;23;7
13/03/2026;0100;18,8;18,9;18,7;84;88;84;924,7;0,9;0,2;313;4,71;622;19;1
13/03/2026;0200;18,6;18,8;18,6;87;87;84;924,8;0;0;167;4,14;520;12;10
13/03/2026;0300;18,3;18,6;18,3;89;89;87;924,5;0,6;0;98;2,26;362;2;1
13/03/2026;0400;17,9;18,3;17,9;92;92;89;924,2;0;0;294;1,75;1565;11;5
13/03/2026;0500;17,7;17,9;17,7;93;93;92;923,4;0,7;0;51;4,18;645;1;6
13/03/2026;0600;17,8;17,9;17,7;93;94;93;923,2;1,5;0;493;4,73;675;22;3
13/03/2026;0700;17,7;17,9;17,7;93;94;93;922,9;0;0;401;3,51;746;1;8
13/03/2026;0800;17,8;17,8;17,6;93;94;93;923,2;0,1;0;446;2,09;126;6;2
13/03/2026;0900;17,7;17,8;17,6;93;93;93;923,6;0;0;349;2,67;992;25;5
13/03/2026;1000;18,2;18,2;17,7;92;93;92;924,1;0,3;0;443;2,19;1897;28;7
13/03/2026;1100;19;19,1;18,1;90;93;90;924,6;1;0;334;1,25;1116;0;3
13/03/2026;1200;20,8;21,2;18,8;79;90;77;925;1;0;500;1,3;591;16;10
13/03/2026;1300;22,5;23,4;20,8;71;79;68;925;1,7;0;397;3,22;119;25;0
13/03/2026;1400;23,8;25,3;22,4;67;74;65;925,2;1,9;0;82;2,06;1553;12;5
13/03/2026;1500;23,9;24,9;23,5;68;70;65;925;1,9;0;347;2,98;736;15;3
13/03/2026;1600;26,8;26,8;23,9;63;70;60;924,3;1,8;0;407;0,24;887;27;4
13/03/2026;1700;25,2;26,8;24,3;61;65;58;923,9;1,9;0;294;1,78;1578;4;0
13/03/2026;1800;26,4;27,6;25,1;57;61;55;923,2;2,1;0;223;4,49;1818;17;5
13/03/2026;1900;26,5;28,3;26,1;54;58;51;922,8;2,8;0;336;1,48;1610;22;6
13/03/2026;2000;25,7;27;25,6;59;59;55;922,6;1,8;0;279;2,34;731;24;1
13/03/2026;2100;25,4;26;25,3;59;60;58;922,7;1,9;0;426;1,59;1608;28;2
13/03/2026;2200;24,1;25,4;24,1;66;66;59;923,1;0,9;0;123;2,4;722;22;10
13/03/2026;2300;22,8;24,1;22,8;73;73;66;923,5;1,2;0;479;3,85;1761;18;10
14/03/2026;0000;22,1;22,8;22,1;75;75;73;924,4;1,1;0;435;1,84;217;15;4
14/03/2026;0100;21,4;22,1;21,4;77;77;75;924,6;1,9;0;134;4,45;1414;21;1
14/03/2026;0200;20,9;21,4;20,9;78;78;77;924,7;2,3;0;404;0,53;891;28;9
14/03/2026;0300;20,5;20,9;20,5;79;79;78;924,7;1,4;0;449;0,66;1183;10;1
14/03/2026;0400;19,9;20,5;19,9;83;83;79;924,6;0,5;0;82;1,95;415;16;4
14/03/2026;0500;19,3;19,9;19,3;86;86;83;924,1;0,3;0;137;3,03;209;22;1
14/03/2026;0600;19;19,3;18,9;89;89;86;923,8;0,1;0;291;4,22;1724;15;10
14/03/2026;0700;18,4;19;18,4;90;90;88;923,8;0;0;245;3,05;1956;0;0
14/03/2026;0800;18,2;18,4;18,1;91;91;90;924;0;0;453;2,75;1983;11;4
14/03/2026;0900;18,1;18,3;18,1;91;91;90;924,3;0;0;204;3,19;1967;4;3
14/03/2026;1000;19,2;19,2;18;88;91;88;924,8;0,8;0;440;1,72;1519;0;4
14/03/2026;1100;22;22;19,2;76;88;75;925,3;1,3;0;231;1,73;1433;4;9
14/03/2026;1200;24,2;24,3;22;67;77;67;925,8;0,1;0;275;1,97;379;23;5
14/03/2026;1300;24,4;25;23,8;66;71;66;925,8;1,3;0;411;1,76;595;5;0
14/03/2026;1400;26,4;26,8;24,3;58;68;55;925,5;1,6;0;152;3,22;1169;1;8
14/03/2026;1500;28;28,3;26;50;58;47;925,3;0,9;0;343;0,46;1669;13;9
14/03/2026;1600;27,1;28,3;26,6;52;54;48;924,9;0,9;0;78;2,47;1686;17;7
14/03/2026;1700;27,2;27,9;26,8;54;56;51;924,2;2,3;0;200;0,92;712;1;1
14/03/2026;1800;29,8;29,8;27,2;48;54;45;923,5;2,7;0;494;1,81;1969;25;10
14/03/2026;1900;28,9;29,8;27,6;46;49;43;922,8;1,4;0;278;2,92;529;4;0
14/03/2026;2000;28,9;29,4;28,4;40;47;40;922,5;2,1;0;122;4,96;1313;7;10
14/03/2026;2100;27,8;29;27,8;43;44;38;922,4;1,2;0;276;0,69;1660;27;8
14/03/2026;2200;24,3;27,9;24,3;59;59;43;922,7;0,2;0;232;0,32;475;7;4
14/03/2026;2300;22,7;24,3;22,7;69;69;59;923,4;1;0;213;2,31;721;11;2
15/03/2026;0000;22,3;23;22;74;74;68;924,4;0,4;0;227;1,4;1499;5;5
15/03/2026;0100;21,9;22,3;21,1;79;80;74;924,9;0,5;0;405;2,13;853;9;5
15/03/2026;0200;21,7;22,3;21,7;76;79;74;924,8;0;0;247;2,87;524;3;6
15/03/2026;0300;20,7;21,7;20,6;82;82;76;924,8;0;0;267;0,82;718;20;3
15/03/2026;0400;20;20,7;19,8;85;85;82;924,6;0;0;422;3,66;1427;18;3
15/03/2026;0500;19,8;20,1;19,4;85;87;84;924;0;0;205;4,28;283;17;4
15/03/2026;0600;19,3;19,9;19,2;85;87;85;923,6;0;0;111;2,27;972;24;1
15/03/2026;0700;19,1;19,7;18,8;86;88;84;923,5;0;0;362;3,16;130;27;3
15/03/2026;0800;19,1;19,6;18,5;88;88;84;923,8;0;0;240;4,91;329;29;5
15/03/2026;0900;18,3;19,1;18,2;90;90;87;924,3;0;0;329;3,59;325;10;6
15/03/2026;1000;21,2;21,2;18,2;80;90;80;924,8;0;0;142;2,03;286;14;10
15/03/2026;1100;23,5;23,5;21,2;71;80;71;925,5;0,5;0;490;4,53;808;28;3
15/03/2026;1200;25,8;25,8;23,3;65;72;64;926;1,8;0;171;1,38;1274;26;8
15/03/2026;1300;27;27,3;25,7;57;66;57;926,1;2;0;385;1,84;1921;5;9
15/03/2026;1400;29;29;27;49;59;48;926,2;2;0;155;1,05;95;28;10
15/03/2026;1500;29,5;29,6;28,2;47;51;42;925,8;1,4;0;281;4,79;63;5;3
15/03/2026;1600;30;30,4;28,8;42;47;41;925;1,8;0;356;3,04;1259;15;3
15/03/2026;1700;30,2;31,4;28,7;43;49;35;924,3;2,2;0;211;2,53;1099;27;3
15/03/2026;1800;29,2;30,9;29,1;45;47;40;923,9;2,4;0;128;3,16;1780;12;0
15/03/2026;1900;27,8;29,2;27,1;49;54;44;923,5;1,4;0;208;0,48;1250;4;10
15/03/2026;2000;29,9;29,9;27,8;45;51;43;923,2;0,3;0;345;2,82;1826;25;2
15/03/2026;2100;28,9;30,1;28,9;47;48;40;923,1;1;0;227;1,99;450;29;10
15/03/2026;2200;26,6;28,9;26,6;59;59;46;923,7;0,7;0;370;4,18;1824;5;3
15/03/2026;2300;24,8;26,6;24,5;63;63;57;924,4;0,2;0;132;2,6;90;15;5
16/03/2026;0000;23,5;25,4;23,4;73;73;60;925,3;0;0;277;0,95;1035;13;0
16/03/2026;0100;24,6;24,6;22,8;64;75;64;925,6;0,1;0;422;2,13;1828;9;1
16/03/2026;0200;23,5;24,6;23,5;63;64;62;925,7;0,2;0;231;3,52;1270;7;10
16/03/2026;0300;22,2;23,5;22,2;70;71;64;925,7;0,4;0;416;3,29;555;5;2
16/03/2026;0400;21,1;22,2;21,1;75;76;70;925,6;0;0;379;0,98;1398;30;10
16/03/2026;0500;20,6;21,3;20,4;77;77;74;925,3;0;0;224;2,61;789;18;6
16/03/2026;0600;20,3;21;20,3;80;80;74;925;0;0;127;1,09;221;24;0
16/03/2026;0700;20,2;20,3;19,9;76;82;76;925,1;0,1;0;455;0,5;1091;6;1
16/03/2026;0800;20,4;20,8;19,9;77;79;74;925,5;0;0;384;3,62;400;6;10
16/03/2026;0900;20,9;20,9;20,1;76;79;76;925,7;0;0;61;3,58;466;0;8
16/03/2026;1000;20,8;21,5;20,3;79;79;74;926,4;0;0;444;1,75;784;16;5
16/03/2026;1100;25,5;25,6;20,8;61;79;60;926,8;0,1;0;468;3,21;504;13;8
16/03/2026;1200;28,1;28,1;25,5;51;61;51;927,3;2;0;151;4,68;1762;17;2
16/03/2026;1300;29,7;29,7;28;47;52;47;927,3;2,2;0;175;3,79;1864;5;1
16/03/2026;1400;30,2;30,3;28,8;41;49;41;927;2,6;0;254;3,12;296;14;5
16/03/2026;1500;30,5;31,2;29,4;38;42;35;926,6;3,2;0;418;2,71;496;12;0
16/03/2026;1600;30,3;31,2;29;38;43;34;926,1;2,9;0;292;2,14;651;18;8
16/03/2026;1700;30,5;32;30,1;34;39;32;925,5;3,5;0;320;2,04;1864;30;5
16/03/2026;1800;31,9;31,9;30,1;32;37;32;924,7;2,5;0;373;3,88;241;25;7
16/03/2026;1900;31,3;31,9;30,2;33;36;31;923,9;1,4;0;400;2,47;1300;26;1
16/03/2026;2000;30,1;31,6;30,1;34;35;32;923,3;1,9;0;420;3,8;313;21;1
16/03/2026;2100;30,1;31;30,1;37;37;32;923,7;2,3;0;449;0,56;1708;30;4
16/03/2026;2200;27,4;30,1;27,4;52;52;37;924,3;2,1;0;109;2,68;1520;12;7
16/03/2026;2300;26,2;27,4;26,2;56;56;52;925,2;2;0;457;4,46;1329;18;6
17/03/2026;0000;25,4;26,2;25,4;56;56;55;926;1;0;118;3,6;840;11;1
17/03/2026;0100;24,2;25,6;24,2;65;65;55;926,7;2;0;130;1,51;898;2;7
17/03/2026;0200;23,4;24,2;23,4;69;70;65;926,9;2,1;0;121;3,82;1472;26;3
17/03/2026;0300;22,3;23,6;22,3;81;81;68;926,5;2,3;0;431;1,04;991;2;10
17/03/2026;0400;21,4;22,3;21,4;89;89;81;925,9;2,1;0;423;2,83;287;29;3
17/03/2026;0500;20,6;21,4;20,6;90;90;89;925,7;2,1;0;176;0,47;516;19;1
17/03/2026;0600;20,4;20,6;20,4;88;91;88;924,9;2;0;170;0,53;1487;15;0
17/03/2026;0700;20,4;20,5;20,2;81;88;81;924,8;1,8;0;415;3,5;743;12;3
17/03/2026;0800;20,3;20,5;20,2;79;81;79;924,8;2,1;0;440;1,44;816;13;6
17/03/2026;0900;19,4;20,6;19,1;85;85;76;925,4;0,2;0;206;4,88;1697;19;5
17/03/2026;1000;21,2;21,2;19,4;76;85;76;925,9;1,1;0;368;4,76;232;1;6
17/03/2026;1100;24,1;24,2;21,2;64;76;63;926,9;1,2;0;410;3,43;1633;29;6
17/03/2026;1200;25,7;26,2;24,1;58;64;57;927,3;2,2;0;120;4,85;55;16;4
17/03/2026;1300;27,1;27,8;25,5;58;60;56;927,6;2,7;0;239;4,26;942;26;4
17/03/2026;1400;28,6;29;27,1;57;61;56;927,1;3,2;0;171;2,88;1371;1;0
17/03/2026;1500;29,5;29,6;28,4;55;58;54;926,5;2,9;0;312;4,49;1287;8;2
17/03/2026;1600;29,7;30,1;28,6;54;57;52;925,6;3,8;0;342;0,85;1100;8;3
17/03/2026;1700;29,9;30,8;28,8;49;56;49;924,9;3,2;0;211;3,59;1908;27;5
17/03/2026;1800;30,6;31,1;29,7;47;53;45;924;3;0;430;3,89;283;15;3
17/03/2026;1900;30;30,8;29,2;48;51;45;923,3;2,9;0;316;1,8;470;12;7
17/03/2026;2000;29,9;30;29,2;52;53;47;923,1;2,1;0;226;3,79;1626;9;0
17/03/2026;2100;28,3;29,9;28,3;57;57;49;923,4;1,2;0;495;1,14;1004;6;2
17/03/2026;2200;27;28,3;27;61;61;57;924,3;0;0;182;1,19;1498;13;0
17/03/2026;2300;25,2;27;25,2;68;68;61;924,9;0;0;405;3,58;1695;21;2
18/03/2026;0000;25,6;26,3;24,9;69;71;66;925,8;1,9;0;79;0,57;1333;20;4
18/03/2026;0100;23,7;25,5;23,7;80;80;70;926,7;1,4;0;245;0,48;73;22;5
18/03/2026;0200;22,7;23,7;22,7;85;85;80;926,6;1,2;0;498;3,13;1418;29;5
18/03/2026;0300;22,5;22,7;22,5;87;87;85;926,2;0,4;0;193;0,67;143;27;5
18/03/2026;0400;22,5;22,7;22,4;85;87;85;925,7;0;0;368;4,1;1246;14;10
18/03/2026;0500;22;22,5;22;86;86;84;925,7;0;0;268;3,47;1476;25;8
18/03/2026;0600;21,5;22,1;21,5;89;89;86;925,6;0;0;250;0,84;260;10;3
18/03/2026;0700;21,4;21,6;21,3;91;91;89;926,1;0;0;484;1,16;1716;17;8
18/03/2026;0800;20;21,4;20;93;93;91;926,2;2,2;1,6;270;4,12;1763;8;8
18/03/2026;0900;19,5;20;19,5;94;94;93;926,2;0,9;0,6;423;0,28;1317;19;3
18/03/2026;1000;19,9;19,9;19,5;95;95;94;926,5;0;0;71;3,88;772;0;5
18/03/2026;1100;20,6;20,6;19,9;94;95;94;925,8;0,3;1,2;240;2,68;1730;27;10
18/03/2026;1200;22,1;22,2;20,6;87;94;86;925,6;0,5;0;164;1,4;1850;11;7
18/03/2026;1300;25,1;25,3;22,1;74;87;71;925,7;2,1;0;111;1,65;886;11;2
18/03/2026;1400;27,1;27,1;24,8;70;76;66;925,8;0,9;0;99;0,25;1090;10;1
18/03/2026;1500;28,9;28,9;26,7;57;70;54;924,9;1;0;76;1,09;1997;1;7
18/03/2026;1600;28,8;30,3;28,5;56;57;48;924,6;3,6;0;381;2,42;406;24;4
18/03/2026;1700;29;30;28,1;57;60;50;923,6;3,4;0;487;1,96;1728;1;6
18/03/2026;1800;27,8;29,2;27,2;56;60;54;922,6;2,1;0;133;1,99;1864;1;9
18/03/2026;1900;25,4;28,8;25,4;78;78;56;922,2;1,6;0,2;112;1,73;1657;14;6
18/03/2026;2000;22,7;25,8;22,4;90;90;74;923,1;0,4;1,6;177;3,75;1808;5;7
18/03/2026;2100;22,7;22,7;21,9;87;90;87;923;0;0;119;1,64;813;27;3
18/03/2026;2200;22,3;22,9;22,2;87;88;85;924;1,8;0;102;3,03;443;0;7
18/03/2026;2300;21,7;22,3;21,6;92;92;87;924,3;1,1;2;311;2,1;1178;2;1
19/03/2026;0000;21,4;21,7;21,4;90;92;90;924,4;0;0,2;132;2,26;1859;7;5
19/03/2026;0100;21,2;21,5;21,2;89;90;89;924,4;0;0;164;0,52;1614;14;10
19/03/2026;0200;21,6;21,6;21,2;87;89;87;924,4;0;0;223;1,61;1197;25;2
19/03/2026;0300;21,6;21,7;21,5;85;88;85;924,2;0;0;216;2,48;146;7;0
19/03/2026;0400;21,7;21,7;21,3;88;88;85;924;0;0;241;1,22;197;4;5
19/03/2026;0500;22;22;21,6;87;88;87;923,4;0;0;271;2,45;1495;8;9
19/03/2026;0600;20,9;22,1;20,9;91;91;85;923,1;0;0;59;4,78;1322;1;1
19/03/2026;0700;20,5;20,9;20,5;95;95;91;922,7;0;0;494;2,28;303;26;10
19/03/2026;0800;20,5;20,5;20,4;95;95;95;922,9;0;0;70;2,52;232;20;1
19/03/2026;0900;20,5;20,6;20,4;95;95;95;923;0;0;464;3,54;754;0;6
19/03/2026;1000;20,8;20,8;20,4;95;95;95;923,4;0;0,2;380;4,06;135;21;0
19/03/2026;1100;23;23;20,7;88;95;88;923,7;0,1;0;488;4,71;1672;14;3
19/03/2026;1200;25;25,6;23;77;88;75;923,9;0,6;0;114;3,47;1827;5;9
19/03/2026;1300;25,4;25,7;24,6;74;78;72;924;0,4;0;74;1,38;127;19;5
19/03/2026;1400;24,8;25,5;24,3;80;83;72;923,8;2,5;0;100;0,75;1412;21;0
19/03/2026;1500;23;24,8;22,9;91;91;80;923,2;0;2,4;415;3,63;1234;25;10
19/03/2026;1600;26,1;26,2;23;68;91;68;922,3;0,3;0,4;445;1,35;1638;7;6
19/03/2026;1700;28,3;28,3;26,1;63;69;57;921,2;1,3;0;473;4,42;832;13;3
19/03/2026;1800;26,6;28,3;26,3;70;71;61;920,4;2,2;0;277;3,76;1350;8;3
19/03/2026;1900;26,4;26,6;25,4;71;74;70;920,2;1,3;0;493;3,47;200;9;3
19/03/2026;2000;25,4;26,5;25,4;72;74;69;919,9;1,8;0;500;2,53;317;26;6
19/03/2026;2100;25,2;26,2;25,2;71;73;69;920,5;1,8;0;245;3,08;1321;23;1
19/03/2026;2200;24,5;25,2;24,5;73;73;71;921,1;0,3;0;210;3,11;683;27;2
19/03/2026;2300;24,2;24,6;24,1;78;79;73;922,1;1,2;0;350;2,7;1008;14;2
20/03/2026;0000;22,1;24,2;22,1;86;86;77;922,5;1,5;0;260;1,22;1011;11;10
20/03/2026;0100;21,8;22,1;21,7;85;87;85;923;0,5;0;468;2,41;1429;25;7
20/03/2026;0200;21,2;21,8;21,2;88;88;85;923,5;1,1;0;146;3,58;1705;6;5
20/03/2026;0300;20,6;21,2;20,6;88;89;88;923,6;0,9;0;337;1,99;1348;13;10
20/03/2026;0400;20,3;20,6;20,2;90;90;88;923,2;1,4;0;140;2,66;1156;20;0
20/03/2026;0500;20;20,3;20;91;91;90;923,1;0,6;0;169;3,74;1290;19;10
20/03/2026;0600;19,8;20;19,7;91;91;91;922,5;0,7;0;93;2,75;1335;0;5
20/03/2026;0700;19,5;19,7;19,4;91;91;91;922,2;0,1;0;320;2,23;1600;22;4
20/03/2026;0800;18,8;19,5;18,7;95;95;91;922,8;1,3;0;349;0,81;536;13;6
20/03/2026;0900;19,7;19,7;18,9;94;95;94;923,3;1,4;0;199;2,03;749;10;1
20/03/2026;1000;19,8;19,9;19,6;93;94;93;923,8;1,9;0;332;1,73;415;1;3
20/03/2026;1100;20,1;20,1;19,7;91;93;91;924,3;1,8;0;102;1,19;1895;5;1
20/03/2026;1200;21,8;21,9;20;82;91;82;924,9;2,1;0;464;4,7;628;14;3
20/03/2026;1300;23,8;24,6;21,7;73;82;72;925,2;1,7;0;345;3,46;1804;1;4
20/03/2026;1400;24,7;25,2;23,3;67;76;66;925,3;1,9;0;439;4,1;797;24;0
20/03/2026;1500;26,1;27;24,3;57;68;57;924,8;2,2;0;111;4;1864;27;7
20/03/2026;1600;27,6;28,1;26,1;53;60;51;924,1;1,8;0;388;4,38;347;7;4
20/03/2026;1700;28,3;28,6;27,1;52;54;48;923,2;1,9;0;184;1,12;725;26;6
20/03/2026;1800;28,9;29;27,8;51;54;49;922,4;1,9;0,2;87;3,17;707;29;7
20/03/2026;1900;28,4;29,3;28,3;51;52;48;921,8;2,3;0;321;1,74;1385;5;10
20/03/2026;2000;28,4;29,1;28,3;50;52;48;921,5;1,9;0;357;0,26;1896;12;4
20/03/2026;2100;27,9;28,9;27,9;52;52;49;922,1;2;0;342;1,39;400;7;7
20/03/2026;2200;25,4;27,9;25,4;66;66;52;922,8;1,8;0;374;4,6;956;22;9
20/03/2026;2300;24;25,4;24;73;73;66;923,5;1,5;0;80;4,69;1889;12;3
21/03/2026;0000;23,3;24;23,3;69;73;69;924,4;1,5;0;481;2,29;1946;24;6
21/03/2026;0100;22,3;23,3;22,3;76;76;69;924,8;1,5;0;193;3,46;1109;4;4
21/03/2026;0200;21,4;22,3;21,4;82;82;76;925;1,8;0;362;1,05;1694;2;2
21/03/2026;0300;21;21,4;21;81;82;81;925,1;1,4;0;281;0,98;774;2;8
21/03/2026;0400;20,7;21;20,7;78;81;78;925,3;1,6;0;51;2,75;818;8;6
21/03/2026;0500;19,7;20,7;19,7;85;85;78;925;1,4;0;365;2,18;1069;5;3
21/03/2026;0600;19,5;19,8;19,5;84;85;83;924,7;1;0;383;1,3;323;24;9
21/03/2026;0700;18,9;19,5;18,9;86;86;84;924,5;1,2;0;225;1,72;1535;21;10
21/03/2026;0800;17,9;19;17,9;90;90;86;924,7;0,6;0;344;2,83;1791;15;9
21/03/2026;0900;18,2;18,3;17,7;91;92;90;925,1;1,5;0;296;2,27;1164;10;7
21/03/2026;1000;17,7;18,2;17,2;95;95;91;925,4;0,7;0;65;1,12;721;0;9
21/03/2026;1100;21,7;21,7;17,6;83;96;83;925,6;1,7;0;326;4,3;631;24;5
21/03/2026;1200;25,2;25,4;21,7;63;83;61;926;1,7;0;363;4,64;664;25;6
21/03/2026;1300;26,5;26,7;25,1;55;63;54;925,9;0,9;0;487;0,8;1356;29;1
21/03/2026;1400;27,8;28,2;26,2;55;60;49;925,9;0,9;0;267;2,24;1196;0;3
21/03/2026;1500;29,2;29,3;27,7;47;58;46;925,8;1,1;0;367;3,13;334;15;4
21/03/2026;1600;30,5;30,7;28,9;36;47;32;925,3;1,4;0;324;1,2;308;17;4
21/03/2026;1700;30,3;31,1;29,6;38;39;27;924,7;2;0;274;2,35;1978;10;4
21/03/2026;1800;30,5;31;29,8;35;44;35;924,4;2,3;0;273;1,84;1774;3;8
21/03/2026;1900;30,2;31,1;30,1;34;38;32;924,2;2,9;0;498;2,29;246;5;1
21/03/2026;2000;30,3;31;30,1;33;35;31;923,9;2,4;0;298;2,24;1503;30;10
21/03/2026;2100;28,8;30,5;28,8;43;43;33;924,1;1,7;0;122;1,35;1901;16;1
21/03/2026;2200;27,5;28,8;27,5;50;50;43;924,5;1,2;0;379;1,76;358;26;9
21/03/2026;2300;25,2;27,5;25,2;59;59;49;925;0;0;313;1,07;1966;30;7
22/03/2026;0000;24;25,5;23,9;64;65;58;925,9;0,4;0;269;0,88;74;13;2
22/03/2026;0100;25,1;25,7;24;62;64;59;926,5;0,4;0;66;4,49;1139;6;9
22/03/2026;0200;24;25,1;24;67;67;62;926,7;0,8;0;461;4;534;28;6
22/03/2026;0300;23,5;24,1;23,3;70;71;67;926,5;0,7;0;101;0,89;751;1;9
22/03/2026;0400;23,5;23,7;23,4;69;70;68;926,5;1,8;0;164;0,57;597;8;3
22/03/2026;0500;23,2;23,5;23,2;68;69;67;926,4;1,4;0;129;2,62;322;26;9
22/03/2026;0600;23,3;23,6;23,2;65;68;64;926,3;0,4;0;378;4,81;710;10;9
22/03/2026;0700;22,4;23,4;22,4;72;72;65;926;0;0;362;2,16;142;19;1
22/03/2026;0800;22,5;22,8;22,3;67;72;66;926,1;0,2;0;330;2,9;1645;19;3
22/03/2026;0900;22,3;22,5;22,1;64;67;64;926,3;0,5;0;226;1,19;1508;5;5
22/03/2026;1000;21,6;22,6;21,6;67;67;63;926,9;0;0;254;3,41;1465;11;10
22/03/2026;1100;23,9;23,9;21,2;60;71;60;927,5;0,1;0;400;1,46;895;23;3
22/03/2026;1200;27,2;27,3;23,9;43;60;42;928,1;1,5;0;457;4,74;1581;27;3
22/03/2026;1300;28,9;28,9;27,2;41;44;38;927,9;0;0;281;2,68;1604;14;8
22/03/2026;1400;29,1;30,6;28,7;43;46;39;927,6;1,6;0;321;3,15;1555;10;0
22/03/2026;1500;29,3;30,2;29,2;47;47;42;927,1;1,8;0;141;1,16;717;13;1
22/03/2026;1600;30,7;31,3;29,3;42;48;41;926;2,7;0;232;3,68;1912;14;3
22/03/2026;1700;29,6;32,1;29,6;47;48;39;925,3;1,5;0;185;1,55;1474;4;7
22/03/2026;1800;29,5;30,7;29,3;48;50;46;925,2;2,9;0;153;4,12;1068;28;3
22/03/2026;1900;30,6;30,6;29,5;44;49;41;924,2;2,1;0;465;4,58;656;19;7
22/03/2026;2000;30;31;29,9;45;45;40;924,4;1,9;0;255;0,31;285;15;3
22/03/2026;2100;28,4;30,1;28,4;51;51;44;924,7;1,6;0;198;1,01;922;14;9
22/03/2026;2200;27,7;28,4;27,7;55;55;51;924,7;1,1;0;431;0,83;521;10;8
22/03/2026;2300;27,9;27,9;27,5;55;57;55;925,5;1,4;0;301;1,3;346;14;6
23/03/2026;0000;26;27,9;26;65;65;55;926,5;2,6;0;192;4,07;751;15;5
23/03/2026;0100;24,2;26;24,1;68;71;65;927,7;1,4;0;480;4,67;175;3;7
23/03/2026;0200;23,5;24,2;23,5;73;73;68;927,9;1,2;0;80;2,43;1233;15;1
23/03/2026;0300;22,8;23,5;22,8;78;78;73;926,9;1,3;0;408;2,77;1259;18;8
23/03/2026;0400;22,2;22,8;22,2;81;81;78;926,4;1,2;0;376;1,92;701;27;6
23/03/2026;0500;22,3;22,5;22,1;78;81;78;925,9;0,4;0;310;2,98;286;27;7
23/03/2026;0600;21,8;22,3;21,8;79;79;78;925,6;1,1;0;193;2,1;497;24;9
23/03/2026;0700;21,4;21,9;21,4;80;80;79;925,4;0;0;242;4,69;137;9;7
23/03/2026;0800;21,2;21,4;20,4;82;85;80;925,6;0;0;69;2,87;172;10;1
23/03/2026;0900;20,9;21,2;20,8;84;84;82;926,1;0,5;0;339;1,87;243;18;2
23/03/2026;1000;21,3;21,3;20,9;85;85;84;926,2;0,8;0;454;1,25;1516;22;5
23/03/2026;1100;22,4;23,1;21,2;80;85;78;926,6;0,3;0;97;2,05;1795;17;9
23/03/2026;1200;25;25,5;22,4;65;80;64;927;1,3;0;114;1,61;510;29;3
23/03/2026;1300;26,7;26,8;24,8;56;67;54;927,1;1,6;0;479;2,99;975;1;7
23/03/2026;1400;26,4;27,4;25,7;54;59;52;926,8;1,5;0;403;4,07;987;21;7
23/03/2026;1500;27,6;27,6;26,3;52;56;51;926,3;0,5;0;242;2,31;830;8;8
23/03/2026;1600;27,9;28;27;56;59;51;925,5;1,4;0;413;2,33;1098;27;1
23/03/2026;1700;28,7;29;27,2;56;57;52;924,7;1,5;0;287;4,12;1123;26;7
23/03/2026;1800;27,9;28,8;27,3;54;57;52;924,2;2,3;0;104;1,78;1092;30;7
23/03/2026;1900;28,7;28,9;27,9;49;55;49;923,6;2,8;0;201;1,77;571;26;6
23/03/2026;2000;28,7;29;28,2;48;51;48;923,5;1,8;0;259;4,52;704;0;8
23/03/2026;2100;27,5;28,7;27,5;55;55;48;923,5;1,8;0;466;2,46;91;30;1
23/03/2026;2200;26,5;27,5;26,5;58;60;55;923,6;1,5;0;144;3,98;109;16;6
23/03/2026;2300;25,5;26,5;25,5;64;64;58;924,5;0,4;0;143;3,51;928;20;5
24/03/2026;0000;24,1;25,7;24,1;68;68;63;925,2;1,6;0;104;0,4;1509;16;2
24/03/2026;0100;22,9;24,1;22,9;73;73;68;925,6;1,5;0;168;1,32;1962;16;10
24/03/2026;0200;22,1;22,9;21,8;76;78;73;925,8;1,7;0;100;3,52;1451;14;3
24/03/2026;0300;21,7;22,1;21,7;75;77;75;925,3;0,9;0;342;3,56;1089;18;9
24/03/2026;0400;20,3;21,8;20,3;85;85;75;925,5;0,3;0;407;2,95;63;30;2
24/03/2026;0500;20,6;20,7;20,3;83;85;83;924,7;0,3;0;295;4,43;956;3;9
24/03/2026;0600;19,9;20,6;19,9;86;86;83;924,8;0;0;438;3,75;1270;28;7
24/03/2026;0700;20,3;20,3;19,8;83;87;83;924,6;0;0;196;1,03;1543;0;2
24/03/2026;0800;20,2;20,3;19,9;83;85;83;924,9;0;0;473;2,55;1973;25;5
